liczbaPodzialow,funkcja,bladTrapezow,bladSimpsona,bladCSI
4851,1,6.622871084882576E-8,2.9004576518332215E-15,6.622872608663677E-8
4851,2,1.6279028125509853E-9,2.220446049250313E-16,1.6278961512128376E-9
4851,3,9.83954501210249E-10,8.326672684688674E-16,9.83957387790113E-10
4861,1,6.595649984508789E-8,9.159339953157541E-16,6.595652926599804E-8
4861,2,1.6212114428704183E-9,6.106226635438361E-16,1.62118762858654E-9
4861,3,9.799105693542032E-10,2.7755575615628914E-16,9.799151767797554E-10
4871,1,6.568596443157215E-8,2.123301534595612E-15,6.568597224476669E-8
4871,2,1.6145619285978796E-9,8.881784197001252E-16,1.614588407417017E-9
4871,3,9.758916730273626E-10,8.881784197001252E-16,9.758916175162113E-10
4881,1,6.541709095253534E-8,8.326672684688674E-17,6.541713085117529E-8
4881,2,1.607953936666462E-9,6.661338147750939E-16,1.6079533260437984E-9
4881,3,9.718977844741516E-10,8.049116928532385E-16,9.718918725365455E-10
4891,1,6.514986544692292E-8,8.049116928532385E-16,6.514975406379797E-8
4891,2,1.60138452498515E-9,2.220446049250313E-16,1.6014433112943038E-9
4891,3,9.679265999817943E-10,4.163336342344337E-16,9.679616830293725E-10
4901,1,6.488427289896848E-8,7.632783294297951E-16,6.488426598783015E-8
4901,2,1.5948571907564713E-9,2.220446049250313E-16,1.5949019327443636E-9
4901,3,9.639805620409447E-10,0.0,9.639912756931324E-10
4911,1,6.46203003468182E-8,4.3021142204224816E-16,6.462015081365458E-8
4911,2,1.588367659621781E-9,8.881784197001252E-16,1.5883707127350988E-9
4911,3,9.600591432956662E-10,1.1102230246251565E-15,9.600651107444236E-10
4921,1,6.43579374376424E-8,1.3877787807814457E-17,6.435794366876912E-8
4921,2,1.5819187626497921E-9,4.996003610813204E-16,1.5818555354485397E-9
4921,3,9.56162260479232E-10,3.885780586188048E-16,9.561304248340008E-10
4931,1,6.409716681032851E-8,1.5404344466674047E-15,6.409722400069207E-8
4931,2,1.5755092230840262E-9,8.326672684688674E-16,1.575481800575318E-9
4931,3,9.522873323231096E-10,1.5543122344752192E-15,9.522957700180967E-10
4941,1,6.383798176190503E-8,3.733124920302089E-15,6.383798148434927E-8
4941,2,1.569139485013693E-9,8.326672684688674E-16,1.5690504451271181E-9
4941,3,9.484364404954704E-10,1.3600232051658168E-15,9.483920870856366E-10
4951,1,6.358036143405688E-8,1.970645868709653E-15,6.358037987763687E-8
4951,2,1.5628074945261972E-9,4.996003610813204E-16,1.5627887872682322E-9
4951,3,9.446100568410998E-10,6.106226635438361E-16,9.446083915065628E-10
4961,1,6.332429977606857E-8,3.5110803153770576E-15,6.332427562871779E-8
4961,2,1.5565127520211774E-9,9.43689570931383E-16,1.5565989608390396E-9
4961,3,9.408041568015335E-10,0.0,9.408511469910508E-10
4971,1,6.306978148074016E-8,1.0130785099704553E-15,6.306966263136538E-8
4971,2,1.5502569228331708E-9,2.7755575615628914E-16,1.5503072159361864E-9
4971,3,9.370234865802018E-10,2.220446049250313E-16,9.370637876759957E-10
4981,1,6.281679287845066E-8,1.249000902703301E-16,6.281682488062934E-8
4981,2,1.5440383971387917E-9,1.6653345369377348E-16,1.5440134171207376E-9
4981,3,9.332661310423873E-10,8.881784197001252E-16,9.332651595972408E-10
4991,1,6.256532444903762E-8,3.608224830031759E-16,6.256524878733849E-8
4991,2,1.537857452493796E-9,8.326672684688674E-16,1.537850013999531E-9
4991,3,9.295301195422212E-10,2.3314683517128287E-15,9.295334224557195E-10
5001,1,6.231536477108168E-8,2.2065682614424986E-15,6.23153617873573E-8
5001,2,1.5317125345859495E-9,0.0,1.5317590529306813E-9
5001,3,9.258153688129767E-10,8.049116928532385E-16,9.258223354624562E-10
5011,1,6.206689927290565E-8,1.6792123247455493E-15,6.206686034571085E-8
5011,2,1.5256052532386377E-9,7.216449660063518E-16,1.5256653718154212E-9
5011,3,9.221224062105904E-10,1.4710455076283324E-15,9.221566010797488E-10
5021,1,6.18199161445121E-8,1.304512053934559E-15,6.181987324826999E-8
5021,2,1.5195352753849534E-9,1.9984014443252818E-15,1.5195876779117157E-9
5021,3,9.184532578920823E-10,7.216449660063518E-16,9.18484621692528E-10
5031,1,6.157440307630324E-8,2.2065682614424986E-15,6.157439660925412E-8
5031,2,1.5134989372889152E-9,2.220446049250313E-16,1.5135245279296328E-9
5031,3,9.148073965015158E-10,3.885780586188048E-16,9.148019841642707E-10
5041,1,6.133035182487312E-8,1.2628786905111156E-15,6.133039745503943E-8
5041,2,1.5075014569987388E-9,6.661338147750939E-16,1.5075432013844647E-9
5041,3,9.111793541904945E-10,2.4980018054066022E-15,9.111844889719833E-10
5051,1,6.108774794344463E-8,9.298117831235686E-16,6.10877673168364E-8
5051,2,1.5015387822003845E-9,1.3322676295501878E-15,1.5014967602589024E-9
5051,3,9.075766527200102E-10,3.0531133177191805E-16,9.075414586501296E-10
5061,1,6.084658155103284E-8,7.632783294297951E-16,6.084664175287635E-8
5061,2,1.495610413293491E-9,1.1657341758564144E-15,1.4956027527546212E-9
5061,3,9.03993158107852E-10,1.4710455076283324E-15,9.039894666162951E-10
5071,1,6.06068364522594E-8,1.2906342661267445E-15,6.060685234232643E-8
5071,2,1.4897164057892098E-9,3.885780586188048E-16,1.4896824329646563E-9
5071,3,9.004303413995274E-10,1.2490009027033011E-15,9.004255674405215E-10
5081,1,6.036851020463363E-8,6.245004513516506E-16,6.036853553159638E-8
5081,2,1.483858758088985E-9,1.4988010832439613E-15,1.4838900663782795E-9
5081,3,8.968903120187832E-10,8.049116928532385E-16,8.969032738725957E-10
5091,1,6.013158415640873E-8,3.1780134079895106E-15,6.013153378003899E-8
5091,2,1.4780352497467675E-9,5.551115123125783E-17,1.4781067481095533E-9
5091,3,8.933713213643557E-10,2.220446049250313E-16,8.934139539285013E-10
5101,1,5.989605314504765E-8,3.400058012914542E-15,5.989614718093783E-8
5101,2,1.4722469909855818E-9,1.1102230246251565E-15,1.472169774974219E-9
5101,3,8.89870538367532E-10,7.771561172376096E-16,8.898229375553512E-10
5111,1,5.966190101680535E-8,1.3877787807814457E-16,5.966186103489868E-8
5111,2,1.466491150736715E-9,1.7763568394002505E-15,1.4664388592322553E-9
5111,3,8.863918210533228E-10,3.3306690738754696E-16,8.863583478291304E-10
5121,1,5.942911938949802E-8,1.942890293094024E-16,5.9429191151538774E-8
5121,2,1.460769283312402E-9,8.881784197001252E-16,1.4607202669658648E-9
5121,3,8.829341702210058E-10,7.216449660063518E-16,8.828969777496809E-10
5131,1,5.919769578699441E-8,2.192690473634684E-15,5.9197659024734506E-8
5131,2,1.4550816107572473E-9,1.0547118733938987E-15,1.4551431171128115E-9
5131,3,8.794944772461122E-10,2.1094237467877974E-15,8.795434658370738E-10
5141,1,5.896762855783777E-8,2.0816681711721685E-16,5.896757973578026E-8
5141,2,1.4494264677367141E-9,1.5543122344752192E-15,1.4494938027631576E-9
5141,3,8.760787650885504E-10,4.996003610813204E-16,8.761171510496268E-10
5151,1,5.8738892111387386E-8,4.135580766728708E-15,5.873885181029159E-8
5151,2,1.4438018558493582E-9,1.1102230246251565E-15,1.4438551465545402E-9
5151,3,8.726802336322947E-10,5.551115123125783E-16,8.726921685298095E-10
5161,1,5.851148410229712E-8,2.636779683484747E-16,5.851141995916187E-8
5161,2,1.4382126045653365E-9,1.1657341758564144E-15,1.4382490198805442E-9
5161,3,8.693024355910239E-10,1.304512053934559E-15,8.693408770632516E-10
5171,1,5.828539735575067E-8,1.5404344466674047E-15,5.828547092190384E-8
5171,2,1.4326563824162974E-9,4.440892098500626E-16,1.4326823061239224E-9
5171,3,8.659419570289373E-10,1.0269562977782698E-15,8.659373218478095E-10
5181,1,5.806061931235007E-8,1.790234627208065E-15,5.806073580250093E-8
5181,2,1.4271311354896454E-9,6.661338147750939E-16,1.4270892245704658E-9
5181,3,8.626022396374111E-10,1.1102230246251565E-15,8.625623826308271E-10
5191,1,5.7837136482885576E-8,1.5265566588595902E-16,5.783708803552834E-8
5191,2,1.4216378629861026E-9,8.326672684688674E-16,1.4215938981543275E-9
5191,3,8.592834499498991E-10,3.3306690738754696E-16,8.592746236768534E-10
5201,1,5.7614944065642604E-8,1.5265566588595902E-15,5.761488355848776E-8
5201,2,1.4161764538833665E-9,1.27675647831893E-15,1.416204653548192E-9
5201,3,8.559812025854541E-10,4.163336342344337E-16,8.559810082964248E-10
5211,1,5.7394026212187477E-8,9.71445146547012E-16,5.739399802640044E-8
5211,2,1.4107462975587737E-9,7.216449660063518E-16,1.4107273127450526E-9
5211,3,8.526990225021791E-10,1.3877787807814457E-15,8.526982453460619E-10
5221,1,5.717437932817315E-8,2.4841240175987878E-15,5.7174480733168664E-8
5221,2,1.4053475050346265E-9,5.551115123125783E-17,1.4052591867930175E-9
5221,3,8.494373815448597E-10,1.8596235662471372E-15,8.493827308164725E-10
5231,1,5.6955991367679815E-8,1.2351231148954867E-15,5.69560594521068E-8
5231,2,1.3999784664875392E-9,6.106226635438361E-16,1.3999603698522378E-9
5231,3,8.461931988446025E-10,6.38378239159465E-16,8.461926159775146E-10
5241,1,5.673884670431839E-8,4.0245584642661925E-16,5.673890382529301E-8
5241,2,1.394642790142342E-9,6.106226635438361E-16,1.3947017984961008E-9
5241,3,8.429641984442071E-10,1.4710455076283324E-15,8.429758557859657E-10
5251,1,5.6522947600168294E-8,1.6237011735142914E-15,5.652309689740953E-8
5251,2,1.3893348693727603E-9,1.5543122344752192E-15,1.3892479944210834E-9
5251,3,8.397574302598798E-10,1.27675647831893E-15,8.397089967804305E-10
5261,1,5.630827842884045E-8,8.326672684688674E-17,5.6308336909838275E-8
5261,2,1.3840580903590194E-9,2.220446049250313E-16,1.3840017465405197E-9
5261,3,8.365670656207413E-10,1.0547118733938987E-15,8.365297898826896E-10
5271,1,5.6094826728081415E-8,1.8041124150158794E-15,5.6094690809027625E-8
5271,2,1.378811675945002E-9,1.7208456881689926E-15,1.3787839203693864E-9
5271,3,8.333961853956851E-10,5.551115123125783E-17,8.333871093224587E-10
5281,1,5.588258794597678E-8,1.457167719820518E-15,5.5882543287255615E-8
5281,2,1.3735947379522884E-9,5.551115123125783E-17,1.3735491077859763E-9
5281,3,8.302435683393838E-10,6.938893903907228E-16,8.302398213366757E-10
5291,1,5.567155118846312E-8,3.191891195797325E-15,5.56715633870386E-8
5291,2,1.3684077759812396E-9,8.881784197001252E-16,1.3684796629220841E-9
5291,3,8.271087148514766E-10,6.38378239159465E-16,8.27153456839369E-10
5301,1,5.546170610271073E-8,2.8727020762175925E-15,5.546175654846941E-8
5301,2,1.3632500683868898E-9,3.885780586188048E-16,1.3632451834055814E-9
5301,3,8.239908755314218E-10,1.1102230246251565E-15,8.240009230497947E-10
5311,1,5.5253049413561683E-8,7.077671781985373E-16,5.5253075031957977E-8
5311,2,1.358120949035424E-9,1.1657341758564144E-15,1.3581495372783081E-9
5311,3,8.208910773355171E-10,2.4702462297909733E-15,8.208891066896484E-10
5321,1,5.504556645219427E-8,4.1494585545365226E-15,5.504554037583098E-8
5321,2,1.353021028549506E-9,1.3322676295501878E-15,1.3529716791360613E-9
5321,3,8.17808210040738E-10,4.163336342344337E-16,8.177966914768575E-10
5331,1,5.483924477023283E-8,2.6922908347160046E-15,5.4839330659861574E-8
5331,2,1.3479503069291354E-9,7.216449660063518E-16,1.347902178761018E-9
5331,3,8.147436891814408E-10,9.71445146547012E-16,8.147020558180174E-10
5341,1,5.463408590811181E-8,1.9012569296705806E-15,5.4634006235732E-8
5341,2,1.3429065082171121E-9,8.881784197001252E-16,1.342947308913267E-9
5341,3,8.116942951108541E-10,3.1363800445660672E-15,8.117336802726527E-10
5351,1,5.443007781991138E-8,9.298117831235686E-16,5.443009712391422E-8
5351,2,1.3378917418371827E-9,3.885780586188048E-16,1.337878585694341E-9
5351,3,8.0866507934374E-10,1.0824674490095276E-15,8.086665781448232E-10
5361,1,5.4227206031098873E-8,3.95516952522712E-15,5.422729734694265E-8
5361,2,1.3329079506796404E-9,1.1657341758564144E-15,1.3328556591751806E-9
5361,3,8.056499634090386E-10,5.551115123125783E-17,8.056170730519341E-10
5371,1,5.402546783550566E-8,6.38378239159465E-16,5.402544192567582E-8
5371,2,1.3279466415383467E-9,1.27675647831893E-15,1.3279831123647057E-9
5371,3,8.026513897974041E-10,2.1371793224034263E-15,8.026613262934745E-10
5381,1,5.3824852408457247E-8,1.6792123247455493E-15,5.3824902118693174E-8
5381,2,1.32301675170865E-9,6.106226635438361E-16,1.32304650568571E-9
5381,3,7.996705519985881E-10,2.1649348980190553E-15,7.996661666176408E-10
5391,1,5.3625354712316664E-8,1.970645868709653E-15,5.362535263064849E-8
5391,2,1.3181121749639146E-9,5.551115123125783E-17,1.3181410962737061E-9
5391,3,7.967065895897463E-10,1.8318679906315083E-15,7.967042858769702E-10
5401,1,5.3426962243197096E-8,1.5681900222830336E-15,5.342690226339819E-8
5401,2,1.3132352982836437E-9,4.996003610813204E-16,1.3131845610914183E-9
5401,3,7.937611401498401E-10,5.551115123125783E-16,7.937553392345365E-10
5411,1,5.322967028265069E-8,1.1518563880486E-15,5.3229611413074807E-8
5411,2,1.3083861216678372E-9,1.8318679906315083E-15,1.3083011340953021E-9
5411,3,7.90829624008893E-10,8.049116928532385E-16,7.907805521512046E-10
5421,1,5.3033469032959246E-8,9.71445146547012E-16,5.30334196835458E-8
5421,2,1.303564367560739E-9,4.440892098500626E-16,1.303604946212289E-9
5421,3,7.879145114131347E-10,1.0547118733938987E-15,7.879250307762931E-10
5431,1,5.283834857150449E-8,1.0685896612017132E-15,5.283823381607711E-8
5431,2,1.2987684261389632E-9,1.3877787807814457E-15,1.29885574517985E-9
5431,3,7.850163019629264E-10,2.498001805406602E-16,7.850755323612901E-10
5441,1,5.264430458229441E-8,1.3739009929736312E-15,5.2644274300961413E-8
5441,2,1.293998574958266E-9,4.996003610813204E-16,1.2939890825514055E-9
5441,3,7.821314707001648E-10,5.551115123125783E-16,7.821356617920827E-10
5451,1,5.245132804476693E-8,5.967448757360216E-16,5.2451334858760745E-8
5451,2,1.2892542589071354E-9,2.7755575615628914E-16,1.2892018008692219E-9
5451,3,7.79263764627558E-10,2.7755575615628914E-16,7.792461120814664E-10
5461,1,5.2259409022425984E-8,2.914335439641036E-16,5.225937174668793E-8
5461,2,1.2845377539427716E-9,2.7755575615628914E-16,1.2846066987926008E-9
5461,3,7.764125731224425E-10,9.43689570931383E-16,7.764599518900184E-10
5471,1,5.206854135353378E-8,6.245004513516506E-16,5.206844236327335E-8
5471,2,1.2798449522399835E-9,3.885780586188048E-16,1.2798936355196133E-9
5471,3,7.735790341634186E-10,3.3306690738754696E-16,7.736186136142464E-10
5481,1,5.1878717502451543E-8,2.248201624865942E-15,5.187876175871686E-8
5481,2,1.2751796840682061E-9,1.8318679906315083E-15,1.2752380262881502E-9
5481,3,7.707601501483197E-10,1.9984014443252818E-15,7.707676163981603E-10
5491,1,5.168993000292943E-8,1.915134717478395E-15,5.168987840531436E-8
5491,2,1.270539895514844E-9,8.881784197001252E-16,1.2705171359428391E-9
5491,3,7.67953312053038E-10,2.3314683517128287E-15,7.679504532287496E-10
5501,1,5.150217352589692E-8,9.853229343548264E-16,5.15021332525567E-8
5501,2,1.26592392124536E-9,1.1657341758564144E-15,1.2659572279360987E-9
5501,3,7.651650701934187E-10,8.326672684688674E-16,7.651753397563965E-10
5511,1,5.1315436636056866E-8,2.040034807748725E-15,5.131552441306475E-8
5511,2,1.2613347588619206E-9,2.7755575615628914E-16,1.2612786370880258E-9
5511,3,7.623895126318558E-10,7.771561172376096E-16,7.623456588223831E-10
5521,1,5.112971233900421E-8,2.636779683484747E-16,5.112981107946446E-8
5521,2,1.2567687446285447E-9,6.661338147750939E-16,1.256670156823958E-9
5521,3,7.596315243496576E-10,3.0531133177191805E-16,7.595803985793737E-10
5531,1,5.094499667956942E-8,3.469446951953614E-16,5.094493230051178E-8
5531,2,1.252227488368618E-9,1.1102230246251565E-15,1.2522022307948077E-9
5531,3,7.568853321870961E-10,1.4432899320127035E-15,7.568928261925123E-10
5541,1,5.076127716774348E-8,2.456368441983159E-15,5.0761255671050165E-8
5541,2,1.2477144317735167E-9,1.4988010832439613E-15,1.2477907596064597E-9
5541,3,7.541571533931091E-10,0.0,7.542068081178854E-10
5551,1,5.057855098633546E-8,1.790234627208065E-15,5.057849830625294E-8
5551,2,1.2432223583935809E-9,4.440892098500626E-16,1.2432898044423268E-9
5551,3,7.514426858534762E-10,3.885780586188048E-16,7.514902033989301E-10
5561,1,5.039681040541755E-8,1.3877787807814457E-17,5.0396766232418955E-8
5561,2,1.2387529890744986E-9,1.27675647831893E-15,1.2387365577737341E-9
5561,3,7.487426234575878E-10,4.996003610813204E-16,7.487447883924858E-10
5571,1,5.021604750077291E-8,1.582067810090848E-15,5.0216016372894856E-8
5571,2,1.2343105981749147E-9,4.996003610813204E-16,1.2343823740934567E-9
5571,3,7.460564943606585E-10,6.938893903907228E-16,7.461106732442602E-10
5581,1,5.003625545840773E-8,1.5265566588595902E-16,5.003633798961182E-8
5581,2,1.229893464849141E-9,4.440892098500626E-16,1.2297901585966997E-9
5581,3,7.433847704074736E-10,2.7755575615628914E-17,7.433293425229692E-10
5591,1,4.985742749208377E-8,3.3584246494910985E-15,4.985732518503205E-8
5591,2,1.2254957049151471E-9,8.326672684688674E-16,1.225488210909731E-9
5591,3,7.407299773554143E-10,2.220446049250313E-15,7.407261193304038E-10
5601,1,4.967955444246108E-8,2.3592239273284576E-15,4.967952108025919E-8
5601,2,1.221123091532661E-9,5.551115123125783E-17,1.2210594202421987E-9
5601,3,7.38086453067055E-10,1.4988010832439613E-15,7.380452637928414E-10
5611,1,4.950263730874038E-8,7.91033905045424E-16,4.95027074054466E-8
5611,2,1.2167745699898092E-9,3.885780586188048E-16,1.2167954421826721E-9
5611,3,7.354569175888059E-10,1.3322676295501878E-15,7.354520603630732E-10
5621,1,4.9326655315873325E-8,3.4833247397614286E-15,4.932660749301654E-8
5621,2,1.2124519721545823E-9,1.6653345369377348E-16,1.212484557200355E-9
5621,3,7.328429529884772E-10,4.440892098500626E-16,7.328567197539826E-10
5631,1,4.9151615444387176E-8,1.4849232954361469E-15,4.915163390184496E-8
5631,2,1.2081480815773205E-9,7.216449660063518E-16,1.2081997624591168E-9
5631,3,7.302422000421416E-10,3.0808688933348094E-15,7.302543847398368E-10
5641,1,4.8977504080172096E-8,1.3877787807814457E-16,4.89774547862698E-8
5641,2,1.203868060795088E-9,3.885780586188048E-16,1.2038599561670082E-9
5641,3,7.276565461289408E-10,1.942890293094024E-15,7.276606261985563E-10
5651,1,4.880431531129048E-8,3.608224830031759E-16,4.880430840015215E-8
5651,2,1.1996099114064407E-9,1.6653345369377348E-16,1.1996148518989003E-9
5651,3,7.250818279125326E-10,1.8318679906315083E-15,7.250848532702747E-10
5661,1,4.8632044905017047E-8,6.800116025829084E-16,4.863203087457357E-8
5661,2,1.1953757428351253E-9,1.6653345369377348E-16,1.19543591692306E-9
5661,3,7.225236520191913E-10,1.304512053934559E-15,7.22561510624331E-10
5671,1,4.846068567265771E-8,2.0816681711721685E-16,4.846068493713496E-8
5671,2,1.191164888947327E-9,1.1102230246251565E-15,1.191182430471116E-9
5671,3,7.199787988021455E-10,2.4980018054066022E-15,7.199693896620118E-10
5681,1,4.829022950958439E-8,8.465450562766819E-16,4.8290244941684435E-8
5681,2,1.1869754068527527E-9,3.885780586188048E-16,1.1870166516381175E-9
5681,3,7.174454641489802E-10,1.915134717478395E-15,7.174535132659088E-10
5691,1,4.812067078141524E-8,2.5673907444456745E-15,4.812074896887175E-8
5691,2,1.1828068524621926E-9,2.7755575615628914E-16,1.182852538139656E-9
5691,3,7.149275615958572E-10,1.3877787807814457E-16,7.149389413818596E-10
5701,1,4.795200339580141E-8,4.163336342344337E-16,4.795202460106118E-8
5701,2,1.1786615017328472E-9,5.551115123125783E-17,1.1786419618076138E-9
5701,3,7.124198453389852E-10,5.551115123125783E-16,7.12421371895644E-10
5711,1,4.77842221208169E-8,2.858824288409778E-15,4.778419729345451E-8
5711,2,1.174537078707516E-9,1.1657341758564144E-15,1.1746273953505693E-9
5711,3,7.099258403364672E-10,4.163336342344337E-16,7.099711096802963E-10
5721,1,4.761732007307895E-8,3.969047313034935E-15,4.761739516578878E-8
5721,2,1.1704349711649797E-9,9.43689570931383E-16,1.1703612523561446E-9
5721,3,7.074474894785965E-10,2.7755575615628914E-17,7.074024144237967E-10
5731,1,4.7451293838651765E-8,4.038436252074007E-15,4.7451262058517685E-8
5731,2,1.166353846837609E-9,1.7208456881689926E-15,1.1664170740388613E-9
5731,3,7.04981684140904E-10,9.992007221626409E-16,7.050204031688878E-10
5741,1,4.7286128845858144E-8,2.525757381022231E-15,4.728610550341905E-8
5741,2,1.1622934281696473E-9,6.106226635438361E-16,1.1622987572401655E-9
5741,3,7.025246773206817E-10,6.661338147750939E-16,7.02527036544609E-10
5751,1,4.712182577470969E-8,1.124100812432971E-15,4.7121742757783025E-8
5751,2,1.1582556025402369E-9,1.0547118733938987E-15,1.1582247383401523E-9
5751,3,7.000856838690339E-10,5.551115123125783E-17,7.000771906628955E-10
5761,1,4.695837897694677E-8,4.163336342344337E-17,4.695842917290527E-8
5761,2,1.1542377609252696E-9,8.326672684688674E-16,1.154196072050695E-9
5761,3,6.976567101801834E-10,1.7763568394002505E-15,6.976143551717939E-10
5771,1,4.6795781680208925E-8,7.632783294297951E-16,4.679574974741918E-8
5771,2,1.1502424568377023E-9,1.8318679906315083E-15,1.1502553909359392E-9
5771,3,6.952417253014431E-10,1.6653345369377348E-16,6.952392272996377E-10
5781,1,4.663402446147824E-8,9.71445146547012E-17,4.6633968714404617E-8
5781,2,1.1462648608073778E-9,8.326672684688674E-16,1.1462510385307212E-9
5781,3,6.928393969651836E-10,2.7755575615628914E-16,6.928471962819316E-10
5791,1,4.647310691829887E-8,1.4016565685892601E-15,4.6473105724809116E-8
5791,2,1.1423093582152433E-9,0.0,1.1423653689668356E-9
5791,3,6.904472826807506E-10,3.885780586188048E-16,6.904613547575877E-10
5801,1,4.6313020002353156E-8,1.304512053934559E-15,4.631307873315116E-8
5801,2,1.1383739506598545E-9,2.7755575615628914E-16,1.1382688125394225E-9
5801,3,6.88070017629272E-10,3.885780586188048E-16,6.880211400606129E-10
5811,1,4.6153760924205756E-8,9.71445146547012E-17,4.615371188010364E-8
5811,2,1.1344608030761094E-9,8.881784197001252E-16,1.1345343553514908E-9
5811,3,6.857039103191909E-10,2.0539125955565396E-15,6.857403811455498E-10
5821,1,4.599532081595026E-8,4.163336342344337E-16,4.5995214109639804E-8
5821,2,1.1305656411053633E-9,4.440892098500626E-16,1.1306525160570402E-9
5821,3,6.833497934177757E-10,1.3322676295501878E-15,6.834045274128897E-10
5831,1,4.583769305788188E-8,1.0824674490095276E-15,4.583773630106869E-8
5831,2,1.1266907962159678E-9,2.7755575615628914E-16,1.1265973154372944E-9
5831,3,6.810070840579385E-10,5.551115123125783E-16,6.809511010619218E-10
5841,1,4.568087737244486E-8,6.245004513516506E-16,4.5680901977762645E-8
5841,2,1.1228368790305865E-9,2.7755575615628914E-16,1.1228576957122982E-9
5841,3,6.786774475742163E-10,3.0531133177191805E-16,6.786774198186407E-10
5851,1,4.5524861921886206E-8,1.124100812432971E-15,4.552484836328752E-8
5851,2,1.1190022797258337E-9,1.6653345369377348E-16,1.1190195436938666E-9
5851,3,6.763597737435845E-10,1.942890293094024E-15,6.763528070941049E-10
5861,1,4.536964698376167E-8,2.0816681711721685E-15,4.5369577122977844E-8
5861,2,1.115187164835163E-9,9.43689570931383E-16,1.1152909706879655E-9
5861,3,6.74052397231506E-10,1.4988010832439613E-15,6.741099622953328E-10
5871,1,4.521522092848507E-8,5.134781488891349E-16,4.521521715372678E-8
5871,2,1.1113918119143307E-9,2.220446049250313E-16,1.1113112097227429E-9
5871,3,6.717606193529235E-10,1.3877787807814457E-15,6.717025546887356E-10
5881,1,4.506158544914651E-8,5.273559366969494E-16,4.506160380945978E-8
5881,2,1.1076154438072194E-9,1.3322676295501878E-15,1.10766956717967E-9
5881,3,6.694785004146553E-10,2.7755575615628914E-16,6.694847731747444E-10
5891,1,4.49087307619056E-8,5.273559366969494E-16,4.490869146001053E-8
5891,2,1.1038585046030391E-9,0.0,1.1038751579484085E-9
5891,3,6.672067898172429E-10,2.6367796834847468E-15,6.672053465273109E-10
5901,1,4.475665410508256E-8,2.2343238370581275E-15,4.4756649525412584E-8
5901,2,1.1001204947014287E-9,1.4988010832439613E-15,1.1001593525072906E-9
5901,3,6.649471251396477E-10,5.273559366969494E-16,6.64958227369894E-10
5911,1,4.460534711037134E-8,8.743006318923108E-16,4.460539163031463E-8
5911,2,1.0964010255243295E-9,1.1657341758564144E-15,1.0964613106345666E-9
5911,3,6.626993676039916E-10,2.9698465908722937E-15,6.627114412793844E-10
5921,1,4.445480486503506E-8,1.8041124150158794E-16,4.445480353276743E-8
5921,2,1.0926991533821706E-9,1.3877787807814457E-15,1.0927300730934064E-9
5921,3,6.604626012762793E-10,9.159339953157541E-16,6.604587154956931E-10
5931,1,4.430502460739394E-8,3.400058012914542E-15,4.430507163921682E-8
5931,2,1.0890180979217234E-9,1.5543122344752192E-15,1.0890769397420286E-9
5931,3,6.582366873786327E-10,4.163336342344337E-16,6.582439315838684E-10
5941,1,4.4156001896555885E-8,2.42861286636753E-15,4.415602042340261E-8
5941,2,1.0853553611411826E-9,1.1102230246251565E-15,1.0853634102581111E-9
5941,3,6.560225696006228E-10,1.0269562977782698E-15,6.560267884481163E-10
5951,1,4.400772733725855E-8,2.0261570199409107E-15,4.40077266017358E-8
5951,2,1.0817110540628505E-9,3.885780586188048E-16,1.081604583674789E-9
5951,3,6.538202479422495E-10,9.992007221626409E-16,6.537615171442468E-10
5961,1,4.386019952784537E-8,1.915134717478395E-15,4.386016463908682E-8
5961,2,1.07808439953061E-9,4.996003610813204E-16,1.0780366044293999E-9
5961,3,6.516268913348E-10,7.771561172376096E-16,6.516198691741693E-10
5971,1,4.3713409336731957E-8,1.249000902703301E-16,4.371350573184607E-8
5971,2,1.0744778400351152E-9,7.216449660063518E-16,1.0744198308820785E-9
5971,3,6.494463855588606E-10,1.1102230246251565E-16,6.494088600206283E-10
5981,1,4.356735962274261E-8,1.3877787807814457E-17,4.3567295576751874E-8
5981,2,1.0708854358831843E-9,2.7755575615628914E-16,1.0709099163008773E-9
5981,3,6.47277731413709E-10,9.71445146547012E-16,6.47278314280797E-10
5991,1,4.342203904772468E-8,1.5126788710517758E-15,4.3422115930669136E-8
5991,2,1.0673134598349066E-9,1.6653345369377348E-16,1.0672692174473752E-9
5991,3,6.451175982302715E-10,7.216449660063518E-16,6.450733003315889E-10
6001,1,4.327744269894129E-8,7.077671781985373E-16,4.327746286336698E-8
6001,2,1.0637589142881154E-9,8.326672684688674E-16,1.0637332681362466E-9
6001,3,6.429698440335585E-10,8.881784197001252E-16,6.42971759168276E-10
6011,1,4.313356859186879E-8,1.5126788710517758E-15,4.313359605601086E-8
6011,2,1.0602249078672799E-9,2.220446049250313E-16,1.060207421854642E-9
6011,3,6.408311381544962E-10,8.326672684688674E-17,6.408372998922829E-10
6021,1,4.299040821942324E-8,9.71445146547012E-16,4.299039682575945E-8
6021,2,1.0567038355446812E-9,3.885780586188048E-16,1.0566811314838276E-9
6021,3,6.387062267965149E-10,1.5543122344752192E-15,6.387046447287048E-10
6031,1,4.284796313591688E-8,3.316791286067655E-15,4.2847860842742946E-8
6031,2,1.0532034133703405E-9,1.1102230246251565E-15,1.0532970606824676E-9
6031,3,6.36588726177223E-10,4.163336342344337E-16,6.366457083739618E-10
6041,1,4.270622264157531E-8,8.604228440844963E-16,4.2706199937514455E-8
